snapshot,baseline_target_loading_pct,target_relaxed_loading_pct,recommended_target_loading_pct,battery_charge_mw,battery_discharge_mw,battery_net_injection_mw,battery_model_usable_soc_mwh,battery_physical_soc_pct,baseline_dispatch_down_mw,recommended_dispatch_down_mw
2030-01-20 18:00:00,100.0,130.81348586676327,100.0,19.183502775715503,0.0,-19.183502775715503,97.17205330496324,49.18227955845292,0.0,0.0
2030-01-20 19:00:00,100.0,137.4455539095447,100.0,37.66710589570492,0.0,-37.66710589570492,132.90620755411857,63.59121272343491,0.0,0.0
2030-01-20 20:00:00,100.0,135.8224758366638,100.0,69.03651891043846,0.0,-69.03651891043846,198.39999999999998,89.99999999999999,0.0,0.0
2030-01-20 21:00:00,94.11046762325851,94.11046762325851,94.11046762325851,0.0,0.0,0.0,198.39999999999998,89.99999999999999,0.0,0.0
2030-01-20 22:00:00,60.58381644262879,60.58381644262879,67.67347122221962,0.0,18.218766333221907,18.218766333221907,179.19573407620817,82.25634438556781,0.0,0.0
2030-01-20 23:00:00,7.240859312420454,7.240859312420454,7.240859312420454,0.0,0.0,0.0,179.19573407620817,82.25634438556781,0.0,0.0
2030-01-21 00:00:00,0.6667550916082856,0.6667550916082856,0.6667550916082856,0.0,0.0,0.0,179.19573407620817,82.25634438556781,0.0,0.0
2030-01-21 01:00:00,0.49250772272521703,0.49250772272521703,33.56942661192252,0.0,85.0,85.0,89.59786703810408,46.12817219278391,0.0,0.0
2030-01-21 02:00:00,20.14679216668362,20.14679216668362,53.22371105588096,0.0,85.0,85.0,0.0,10.0,0.0,0.0
2030-01-21 03:00:00,13.668368224079702,13.668368224079702,13.6683682240797,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-21 04:00:00,18.537366440116156,18.537366440116156,18.537366440116156,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-21 05:00:00,35.46263452123717,35.46263452123717,35.46263452123717,0.0,0.0,0.0,0.0,10.0,0.0,0.0
